"categories/0","categories/1","categories/2","categories/3","categories/4","categoryName","city","countryCode","language","location/lat","location/lng","name","neighborhood","publishedAtDate","stars","text","textTranslated","title"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Abu Shahwaiz","الديرة","2023-11-19T08:24:23.962Z","5","Al Masmak Palace Museum sadui arabia
The Al Masmak Palace Museum is a great place to learn about the history of Saudi Arabia. It is located in the heart of Riyadh, the capital of Saudi Arabia, and is housed in a historic fort that was built in the 19th century. The museum tells the story of the founding of Riyadh and the role that the Al Masmak fort played in the city's history. It also houses a collection of artifacts and exhibits that tell the story of the city's development and growth.","متحف قصر المصمك (sadu arabia)
يُعد متحف قصر المصمك وجهةً رائعةً للتعرف على تاريخ المملكة العربية السعودية. يقع المتحف في قلب مدينة الرياض، عاصمة المملكة العربية السعودية، داخل حصن تاريخي بُني في القرن التاسع عشر. يروي المتحف قصة تأسيس الرياض والدور الذي لعبه حصن المصمك في تاريخ المدينة. كما يضم مجموعةً من القطع الأثرية والمعروضات التي تروي قصة تطور المدينة ونموها.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mohd","الديرة","2023-11-19T06:13:41.084Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عبدالمجيد ابراهيم","الديرة","2023-11-18T23:19:37.167Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Muhammad Sabih Khan","الديرة","2023-11-18T13:49:45.289Z","5","Great to visit with a lot of heritage","عظيم للزيارة مع الكثير من التراث","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Khalid S","الديرة","2023-11-18T10:10:01.934Z","5","تم زيارتي للمصمم بدون اي مبالغ",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Erhan YILMAZ","الديرة","2023-11-18T03:43:18.383Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Chirag Shah","الديرة","2023-11-17T22:05:19.987Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Hafiz Sidheek","الديرة","2023-11-17T20:45:14.468Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","فوفو الهاشمي","الديرة","2023-11-17T15:05:20.377Z","5","جميل اواني التراث الجمييل موجوده فيه اجمل مكان",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","eqra shamim","الديرة","2023-11-17T14:47:55.427Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Amjad Alraey","الديرة","2023-11-17T12:02:04.623Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","abo atiif","الديرة","2023-11-17T06:45:25.251Z","5","معلم تاريخي واثري جميل وفيه قصة كاملة لمراحل توحيد المملكة العربية السعودية وحياة المؤسس الملك عبدالعزيز طيب الله ثراه",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Alex Clores","الديرة","2023-11-16T19:25:54.854Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ayoub Mahmoud Al-Obaidi","الديرة","2023-11-16T18:05:47.492Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nidal Alqrtah","الديرة","2023-11-16T16:41:38.439Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mustafa Mohammed","الديرة","2023-11-16T06:18:14.627Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Guli","الديرة","2023-11-16T01:02:05.370Z","5","Absolutely amazing , I really love the palace and the area, there is a lot of shops which you can find  good quality abayas for reasonable prices . Shops open after 4 pm . Parking is paid (5sar) per hour.","رائعٌ حقًا، أحب القصر والمنطقة المحيطة به كثيرًا، فهناك العديد من المتاجر التي يمكنكِ فيها العثور على عبايات عالية الجودة بأسعار معقولة. تفتح المتاجر أبوابها بعد الساعة الرابعة عصرًا. مواقف السيارات مدفوعة (٥ ريالات سعودية) للساعة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","سالم الدخيل","الديرة","2023-11-15T21:45:58.586Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Lubin Fernandez","الديرة","2023-11-14T19:00:05.714Z","5","Ancienne forteresse, le musée retrace l'histoire de la création du royaume saoudien et de la dynastie. Bien rénové et les salles sont immersives, un peu court mais très agréable. Très peu fréquenté, gratuit sans billet","متحفٌ كان حصنًا سابقًا، يتتبع تاريخ نشأة المملكة العربية السعودية وسلالاتها. خضع لتجديداتٍ شاملة، وغرفه غامرة. صغير بعض الشيء، ولكنه ممتعٌ للغاية. نادرًا ما يُزار، والدخول مجانيٌّ بدون تذكرة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Guido Gramola","الديرة","2023-11-14T09:18:58.196Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Kol Kil","الديرة","2023-11-14T08:51:59.998Z","5","يقع قصر المصمك في وسط مدينة الرياض، وداخل دراويز الرياض القديمة، بُني في عهد الإمام عبدالله بن فيصل بن تركي آل سعود -طيّب الله ثراه-.

يعتبر قصر المصمك من أبرز المعالم الوطنية، فقد كان مسرحاً لمعركة استرداد الرياض من قِبل جلالة الملك عبدالعزيز -طيّب الله ثراه

و يستحق الزيارة",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","حسام الحسني","الديرة","2023-11-14T08:08:53.585Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","FAYZAH AL HAMZI","الديرة","2023-11-14T07:16:57.855Z","5","مكان جميل وتفاصيل اجمل
واهتمام وسهوله الحصول على المعلومات بشكل سلس وسريع
اماكن تدعوك للدهشه كيف الاتقان والتفاصيل
اللي كانت زمان شكرا حكومتنا على الاهتمام
والتنظيم",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Leo SM","الديرة","2023-11-14T04:38:03.418Z","4","Interessante","مثير للاهتمام","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Anton Morozov","الديرة","2023-11-13T22:15:24.695Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Hamdan Alzahrani","الديرة","2023-11-13T15:41:03.769Z","5","معلم من معالم الرياض . انصح بزيارته",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Hello Kitty","الديرة","2023-11-13T10:53:13.415Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Md Al Amin Islam Biplob","الديرة","2023-11-13T10:09:51.223Z","4","Excellent place 🕌","مكان ممتاز 🕌","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","صلاح المهيمزي","الديرة","2023-11-13T10:06:29.759Z","5","👍🏻",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Talal.طلال","الديرة","2023-11-12T19:53:52.448Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","نجود الثامر","الديرة","2023-11-12T17:01:33.301Z","5","الموظفين هناك رائعين .. والمكان جميل .. الله يحفظ ولاة أمرنا 🇸🇦",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Santosh Yadav","الديرة","2023-11-12T16:09:05.002Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ahmed Alamoudi","الديرة","2023-11-11T20:54:17.840Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","shafia tabassum","الديرة","2023-11-11T20:08:48.998Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Fdsa Fdsa","الديرة","2023-11-11T16:07:21.251Z","5","Good g","جيد جدًا","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Antonio Y Trini por el Mundo","الديرة","2023-11-11T14:57:55.511Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nouf Alqhtani","الديرة","2023-11-11T14:16:30.426Z","5","تجربة رائعة",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عبدالله الحسين","الديرة","2023-11-11T13:36:21.078Z","5","رائع",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","PEGASUS Sin RumBo","الديرة","2023-11-11T13:09:35.029Z","5","Muy interesante 👍","مثير للاهتمام للغاية 👍","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","osama agami","الديرة","2023-11-11T13:06:07.128Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","fatima khalid","الديرة","2023-11-11T10:20:34.184Z","5","The palace is nostalagic... l Loved thos place will definetly go there again and again","القصر حنين ... لقد أحببت هذا المكان بالتأكيد سأذهب إلى هناك مرارًا وتكرارًا","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","MATTHAIOS KEKKIS","الديرة","2023-11-11T07:03:58.669Z","5","A great historical place to visit. An amazing palace.","مكان تاريخي رائع يستحق الزيارة. قصر مذهل.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Hagir Elhoori","الديرة","2023-11-11T00:57:03.158Z","5","القصر روووووووووووعه اترككم مع الصور تحكي جمال القصر والتاريخ العريق للمملكة.",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Muhammad Ishtiaq","الديرة","2023-11-11T00:35:34.346Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Asaad Al-Asaad","الديرة","2023-11-10T18:02:11.075Z","5","Tells a lot about Saudi history, thanks to its rich and very well displyed content.","يخبرنا الكثير عن التاريخ السعودي، وذلك بفضل محتواه الغني والمعروض بشكل جيد للغاية.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Moustafa gamal","الديرة","2023-11-10T17:35:55.152Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Noor94 Mk","الديرة","2023-11-10T15:22:40.999Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Grazia maria D'Alessandro","الديرة","2023-11-09T22:31:43.427Z","5","Molto interessante per conoscere la storia dell Arabia Saudita","من المثير للاهتمام جدًا معرفة تاريخ المملكة العربية السعودية","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عايض الدوسري","الديرة","2023-11-09T10:42:31.885Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mohamed Atta","الديرة","2023-11-09T08:31:54.081Z","4","الجو تحفة",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ashley Kuriakose","الديرة","2023-11-08T16:54:33.805Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Rj Sijan Khan","الديرة","2023-11-08T14:18:58.185Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ebtsam Alsaeed","الديرة","2023-11-08T08:23:49.869Z","5","يبين تاريخ المملكه",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عدنان","الديرة","2023-11-07T06:32:58.411Z","5","منطقة أثرية رائعة متقع في نصف مدينة الرياض والطريق مفتوح❤️😍",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عوض اليامي","الديرة","2023-11-07T01:31:57.066Z","5","تراث عريق",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mohd Wahab","الديرة","2023-11-06T17:32:19.531Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","jalal almatari","الديرة","2023-11-06T17:10:39.236Z","5","جزا الله خيراً من أسسوا هذه البلاد المباركه",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","zouita nejah","الديرة","2023-11-06T09:51:25.692Z","5","مكان رائع و تاريخي..يضم كل ماهو خاص بتاريخ المكان",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","احمد صابر","الديرة","2023-11-06T09:28:27.468Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","‪স্বপ্নের কুঁড়ে ঘর‬‏","الديرة","2023-11-05T19:34:44.226Z","3","Amazing place Saudi Arabia all gays","مكان رائع في السعودية لجميع المثليين","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ابو عبد الرحمن لشراء السيارات العطلانه تشليح","الديرة","2023-11-05T12:17:12.822Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nour ANTER","الديرة","2023-11-05T12:12:52.939Z","5","قصر المصمك التاريخي حيث انطلق منه الملك عبدالعزيز آل سعود لتوحيد المملكة العربية السعودية قصر جميل يشعرك بالراحة والدخول مجاني انصح الجميع في الرياض بزيارته ويوجد بالقرب منه ساحة كبيرة وكافيهات وأسواق",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Turki bin m","الديرة","2023-11-05T10:07:51.256Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mohammed Fes","الديرة","2023-11-05T05:13:55.836Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Arbustum Works","الديرة","2023-11-04T21:44:54.031Z","5","Nice architecture of an old arabic style castle and Beautiful space for chilling around.. very calm and quiet.. there're cafes and open areas to sit and enjoy the space","هندسة معمارية جميلة لقلعة على الطراز العربي القديم ومساحة جميلة للاسترخاء .. هادئة للغاية .. هناك مقاهي ومناطق مفتوحة للجلوس والاستمتاع بالمساحة","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Muhammad Raheel","الديرة","2023-11-04T21:26:44.207Z","5","Beautiful fortress, with history attached to it. Nice place to visit for an hour or so. Some food shops around as well with good atmosphere.","قلعة جميلة، ذات تاريخ عريق. مكان رائع للزيارة لمدة ساعة تقريبًا. كما توجد بعض محلات الطعام في الجوار، وتتميز بأجواء رائعة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","مريم البراهيم","الديرة","2023-11-04T16:53:06.782Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Cee Kaa","الديرة","2023-11-04T16:52:13.964Z","5","Here the history of Saudi-Arabia started. If in Riyadh you have to visit and see the history. Definitely worth a visit.","هنا بدأ تاريخ المملكة العربية السعودية. إذا كنتَ في الرياض، فلا بدّ لك من زيارة هذا المكان واكتشاف تاريخه. إنه يستحق الزيارة بالتأكيد.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","أبو علي الشامي","الديرة","2023-11-04T08:47:55.835Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Muhammad Khan","الديرة","2023-11-04T08:27:04.360Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","محمد المعشي","الديرة","2023-11-03T20:12:06.473Z","5","لذيذ",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عبد الرحمن منصور","الديرة","2023-11-03T18:25:57.418Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","mohamed shawky","الديرة","2023-11-03T17:02:24.813Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","waqas sidhu","الديرة","2023-11-03T16:09:20.815Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","رشا القطان","الديرة","2023-11-03T15:43:56.442Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","khalid mohammed","الديرة","2023-11-03T15:41:11.795Z","5","من هنا بدأ التاريخ ورفعت راية التوحيد وسطرت البطولات و التضحيات ، باقي هذا القصر يروي للأجيال التاريخ ، اشكر العاملين في هذا المتحف علي جهودهم ،ودام عزك يا وطن",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","FFCB","الديرة","2023-11-03T13:27:05.691Z","5","É um museu para saber a história muito interessante. Fica em um bairro popular e há o mercado de compras variadas a volta . Um bom passeio.","إنه متحف شيق للغاية للتعرف على التاريخ. يقع في حيّ شعبي، وبالقرب منه سوقٌ يضمّ خيارات تسوّق متنوعة. إنه مكان رائع للزيارة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Abdul Basith","الديرة","2023-11-03T09:25:35.581Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","mudasir nisar","الديرة","2023-11-02T19:16:00.273Z","5","I overenjoyed this whole place, cool place crowded with families and childrens one of the best place in Riyadh","لقد استمتعت كثيرًا بهذا المكان بأكمله، مكان رائع مزدحم بالعائلات والأطفال، أحد أفضل الأماكن في الرياض","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عبدالله Abdullah","الديرة","2023-11-02T19:01:54.415Z","5","ممتع ويستحق الزيارة والدخول محاناً",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Fabio","الديرة","2023-11-02T15:22:35.897Z","5","Bel pezzo di storia di Riad entrata gratuita. Da visitare. Consiglio nel pomeriggio dopo le 15e30","قطعة رائعة من تاريخ الرياض، دخول مجاني. تستحق الزيارة. أنصح بها بعد الظهر بعد الساعة 3:30 مساءً.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Vipan Sharma","الديرة","2023-11-02T14:52:36.247Z","5","Loved it , very nice place","أحببته، مكان جميل جدًا","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ناصر البركة","الديرة","2023-11-02T10:27:08.812Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nihar Gulwadi","الديرة","2023-11-02T09:44:32.887Z","4","A must visit place in Riyadh to visit. The history of the unification of the Kingdom is well explained. The Grand Mosque is right next to this which is also worth a visit.","وجهة لا تُفوّت في الرياض. تاريخ توحيد المملكة مُفصّلٌ بشكلٍ وافٍ. يقع المسجد الحرام بجواره مباشرةً، وهو أيضًا يستحق الزيارة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","shavi chawla","الديرة","2023-11-02T08:08:47.291Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","mohamad abdulaal","الديرة","2023-11-01T22:31:00.125Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","فارس الرشيدي أو far","الديرة","2023-11-01T17:43:49.286Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","معاذ 1","الديرة","2023-11-01T17:10:50.223Z","5","مكان جميل",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","هشام ابراهيم","الديرة","2023-11-01T16:27:55.429Z","3",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","AHMAD FUDAIL EIYAD BIN AZIZ","الديرة","2023-11-01T11:58:28.259Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ahmed Hamed","الديرة","2023-11-01T06:38:16.992Z","3",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","FAT MWR","الديرة","2023-10-31T18:44:27.020Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","لطف المعقب","الديرة","2023-10-31T16:16:43.127Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","القط ༺༽بسبوس༼༻","الديرة","2023-10-31T08:41:56.889Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ifunanya akaolisa","الديرة","2023-10-30T20:04:20.520Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mohammad Al-Ubaydli","الديرة","2023-10-30T16:41:14.872Z","5","Great tour","جولة رائعة","قصر المصمك"
